I-_prefix._ See Y-.
Icemen_pl. _ of Iceman
Iceman_n._ A man who is skilled in traveling upon ice, as among glaciers._ One who deals in ice; one who retails or delivers ice.
Ice plant__ A plant (Mesembryanthemum crystallinum), sprinkled with pellucid, watery vesicles, which glisten like ice. It is native along the Mediterranean, in the Canaries, and in South Africa. Its juice is said to be demulcent and diuretic; its ashes are used in Spain in making glass.
Icequake_n._ The crash or concussion attending the breaking up of masses of ice, -- often due to contraction from extreme cold.
Ich_pron._ I.
Ichneumon_n._ Any carnivorous mammal of the genus Herpestes, and family Viverridae. Numerous species are found in Asia and Africa. The Egyptian species(H. ichneumon), which ranges to Spain and Palestine, is noted for destroying the eggs and young of the crocodile as well as various snakes and lizards, and hence was considered sacred by the ancient Egyptians. The common species of India (H. griseus), known as the mongoose, has similar habits and is often domesticated. It is noted for killing the cobra._ Any hymenopterous insect of the family Ichneumonidae, of which several thousand species are known, belonging to numerous genera.
Ichneumonidan_a._ Of or pertaining to the Ichneumonidae, or ichneumon flies.
Ichneumonidan_n._ One of the Ichneumonidae.
Ichneumonides_n. pl._ The ichneumon flies.
Ichnite_n._ A fossil footprint; as, the ichnites in the Triassic sandstone.
Ichnographic_a._ Alt. of Ichnographical
Ichnographical_a._ Of or pertaining to ichonography; describing a ground plot.
Ichnography_n._ A horizontal section of a building or other object, showing its true dimensions according to a geometric scale; a ground plan; a map; also, the art of making such plans.
Ichnolite_n._ A fossil footprint; an ichnite.
Ichnolithology_n._ Same as Ichnology.
Ichnological_a._ Of or pertaining to ichnology.
Ichnology_n._ The branch of science which treats of fossil footprints.
Ichnoscopy_n._ The search for the traces of anything.
Ichor_n._ An ethereal fluid that supplied the place of blood in the veins of the gods._ A thin, acrid, watery discharge from an ulcer, wound, etc.
Ichorhaemia_n._ Infection of the blood with ichorous or putrid substances.
Ichorous_a._ Of or like ichor; thin; watery; serous; sanious.
Ichthidin_n._ A substance from the egg yolk of osseous fishes.
Ichthin_n._ A nitrogenous substance resembling vitellin, present in the egg yolk of cartilaginous fishes.
Ichthulin_n._ A substance from the yolk of salmon's egg.
Ichthus_n._ In early Christian and eccesiastical art, an emblematic fish, or the Greek word for fish, which combined the initials of the Greek words /, /, / /, /, Jesus, Christ, Son of God, Savior.
Ichthyic_a._ Like, or pertaining to, fishes.
Ichthyocol_n._ Alt. of Ichthyocolla
Ichthyocolla_n._ Fish glue; isinglass; a glue prepared from the sounds of certain fishes.
Ichthyocoprolite_n._ Fossil dung of fishes.
Ichthyodorulite_n._ One of the spiny plates foundon the back and tail of certain skates.
Ichthyography_n._ A treatise on fishes.
Ichthyoid_a._ Alt. of Ichthyoidal
Ichthyoidal_a._ Somewhat like a fish; having some of the characteristics of fishes; -- said of some amphibians.
Ichthyolatry_n._ Worship of fishes, or of fish-shaped idols.
Ichthyolite_n._ A fossil fish, or fragment of a fish.
Ichthyologic_a._ Alt. of Ichthyological
Ichthyological_a._ Of or pertaining to ichthyology.
Ichthyologist_n._ One versed in, or who studies, ichthyology.
Ichthyology_n._ The natural history of fishes; that branch of zoology which relates to fishes, including their structure, classification, and habits.
Ichthyomancy_n._ Divination by the heads or the entrails of fishes.
Ichthyomorpha_n. pl._ The Urodela.
Ichthyomorphic_a._ Alt. of Ichthyomorphous
Ichthyomorphous_a._ Fish-shaped; as, the ichthyomorphic idols of ancient Assyria.
Ichthyophagist_n._ One who eats, or subsists on, fish.
Ichthyophagous_a._ Eating, or subsisting on, fish.
Ichthyohagy_n._ The practice of eating, or living upon, fish.
Ichthyophthalmite_n._ See Apophyllite.
Ichthyophthira_n. pl._ A division of copepod crustaceans, including numerous species parasitic on fishes.
Ichthyopsida_n. pl._ A grand division of the Vertebrata, including the Amphibia and Fishes.
Ichthyopterygia_n. pl._ See Ichthyosauria.
Ichthyopterygium_n._ The typical limb, or lateral fin, of fishes.
Ichthyornis_n._ An extinct genus of toothed birds found in the American Cretaceous formation. It is remarkable for having biconcave vertebrae, and sharp, conical teeth set in sockets. Its wings were well developed. It is the type of the order Odontotormae.
Ichthyosaur_n._ One of the Ichthyosaura.
Ichthyosauria_n. pl._ An extinct order of marine reptiles, including Ichthyosaurus and allied forms; -- called also Ichthyopterygia. They have not been found later than the Cretaceous period.
Ichthyosaurian_a._ Of or pertaining to the Ichthyosauria.
Ichthyosaurian_n._ One of the Ichthyosauria.
Ichthyosauri_pl. _ of Ichthyosaurus
Ichthyosaurus_n._ An extinct genus of marine reptiles; -- so named from their short, biconcave vertebrae, resembling those of fishes. Several species, varying in length from ten to thirty feet, are known from the Liassic, Oolitic, and Cretaceous formations.
Ichthyosis_n._ A disease in which the skin is thick, rough, and scaly; -- called also fishskin.
Ichthyotomist_n._ One skilled in ichthyotomy.
Ichthyoomy_n._ The anatomy or dissection of fishes.
Ichthys_n._ Same as Ichthus.
Icicle_n._ A pendent, and usually conical, mass of ice, formed by freezing of dripping water; as, the icicles on the eaves of a house.
Icicled_a._ Having icicles attached.
Icily_adv._ In an icy manner; coldly.
Iciness_n._ The state or quality of being icy or very cold; frigidity.
Icing_n._ A coating or covering resembling ice, as of sugar and milk or white of egg; frosting.
Ickle_n._ An icicle.
Icon_n._ An image or representation; a portrait or pretended portrait.
Iconical_a._ Pertaining to, or consisting of, images, pictures, or representations of any kind.
Iconism_n._ The formation of a figure, representation, or semblance; a delineation or description.
Iconize_v. t._ To form an image or likeness of.
Iconoclasm_n._ The doctrine or practice of the iconoclasts; image breaking.
Iconoclast_n._ A breaker or destroyer of images or idols; a determined enemy of idol worship._ One who exposes or destroys impositions or shams; one who attacks cherished beliefs; a radical.
Iconoclastic_a._ Of or pertaining to the iconoclasts, or to image breaking.
Iconodule_n._ Alt. of Iconodulist
Iconodulist_n._ One who serves images; -- opposed to an iconoclast.
Iconographer_n._ A maker of images.
Iconographic_a._ Of or pertaining to iconography._ Representing by means of pictures or diagrams; as, an icongraphic encyclopaedia.
Iconography_n._ The art or representation by pictures or images; the description or study of portraiture or representation, as of persons; as, the iconography of the ancients._ The study of representative art in general.
Iconolater_n._ One who worships images.
Iconolatry_n._ The worship of images as symbols; -- distinguished from idolatry, the worship of images themselves.
Iconology_n._ The discussion or description of portraiture or of representative images.  Cf. Iconography.
Iconomachy_n._ Hostility to images as objects of worship.
Iconomical_a._ Opposed to pictures or images as objects of worship.
Iconophilist_n._ A student, or lover of the study, of iconography.
Icosahedral_a._ Having twenty equal sides or faces.
Icosahedron_n._ A solid bounded by twenty sides or faces.
Icosandria_n. pl._ A Linnaean class of plants, having twenty or more stamens inserted in the calyx.
Icosandrian_a._ Alt. of Icosandrous
Icosandrous_a._ Pertaining to the class Icosandria; having twenty or more stamens inserted in the calyx.
Icositetrahedron_n._ A twenty-four-sided solid; a tetragonal trisoctahedron or trapezohedron.
-ics__ A suffix used in forming the names of certain sciences, systems, etc., as acoustics, mathematics, dynamics, statistics, politics, athletics.
Icteric_n._ A remedy for the jaundice.
Icteric_a._ Alt. of Icterical
Icterical_a._ Pertaining to, or affected with, jaundice._ Good against the jaundice.
Icteritious_a._ Alt. of Icteritous
Icteritous_a._ Yellow; of the color of the skin when it is affected by the jaundice.
Icteroid_a._ Of a tint resembling that produced by jaundice; yellow; as, an icteroid tint or complexion.
Icterus_a._ The jaundice.
Ictic_a._ Pertaining to, or caused by, a blow; sudden; abrupt.
Ictus_n._ The stress of voice laid upon accented syllable of a word.  Cf. Arsis._ A stroke or blow, as in a sunstroke, the sting of an insect, pulsation of an artery, etc.
Icy_superl._ Pertaining to, resembling, or abounding in, ice; cold; frosty._ Characterized by coldness, as of manner, influence, etc.; chilling; frigid; cold.
Icy-pearled_a._ Spangled with ice.
I'd__ A contraction from I would or I had.
Id_n._ A small fresh-water cyprinoid fish (Leuciscus idus or Idus idus) of Europe. A domesticated variety, colored like the goldfish, is called orfe in Germany.
Idalian_a._ Of or pertaining to Idalium, a mountain city in Cyprus, or to Venus, to whom it was sacred.
Ide_n._ Same as Id.
-ide__ A suffix used to denote: (a) The nonmetallic, or negative, element or radical in a binary compound; as, oxide, sulphide, chloride. (b) A compound which is an anhydride; as, glycolide, phthalide. (c) Any one of a series of derivatives; as, indogenide, glucoside, etc.
Ideas_pl. _ of Idea
Idea_n._ The transcript, image, or picture of a visible object, that is formed by the mind; also, a similar image of any object whatever, whether sensible or spiritual._ A general notion, or a conception formed by generalization._ Hence: Any object apprehended, conceived, or thought of, by the mind; a notion, conception, or thought; the real object that is conceived or thought of._ A belief, option, or doctrine; a characteristic or controlling principle; as, an essential idea; the idea of development._ A plan or purpose of action; intention; design._ A rational conception; the complete conception of an object when thought of in all its essential elements or constituents; the necessary metaphysical or constituent attributes and relations, when conceived in the abstract._ A fiction object or picture created by the imagination; the same when proposed as a pattern to be copied, or a standard to be reached; one of the archetypes or patterns of created things, conceived by the Platonists to have excited objectively from eternity in the mind of the Deity.
Ideal_a._ Existing in idea or thought; conceptional; intellectual; mental; as, ideal knowledge._ Reaching an imaginary standard of excellence; fit for a model; faultless; as, ideal beauty._ Existing in fancy or imagination only; visionary; unreal._ Teaching the doctrine of idealism; as, the ideal theory or philosophy._ Imaginary.
Ideal_n._ A mental conception regarded as a standard of perfection; a model of excellence, beauty, etc.
Idealess_a._ Destitute of an idea.
Idealism_n._ The quality or state of being ideal._ Conception of the ideal; imagery._ The system or theory that denies the existence of material bodies, and teaches that we have no rational grounds to believe in the reality of anything but ideas and their relations.
Idealist_n._ One who idealizes; one who forms picturesque fancies; one given to romantic expectations._ One who holds the doctrine of idealism.
Idealistic_a._ Of or pertaining to idealists or their theories.
Idealities_pl. _ of Ideality
Ideality_n._ The quality or state of being ideal._ The capacity to form ideals of beauty or perfection._ The conceptive faculty.
Idealization_n._ The act or process of idealizing._ The representation of natural objects, scenes, etc., in such a way as to show their most important characteristics; the study of the ideal.
Idealized_imp. & p. p._ of Idealize
Idealizing_p. pr. & vb. n._ of Idealize
Idealize_v. t._ To make ideal; to give an ideal form or value to; to attribute ideal characteristics and excellences to; as, to idealize real life._ To treat in an ideal manner. See Idealization, 2.
Idealize_v. i._ To form ideals.
Idealizer_n._ An idealist.
Ideally_adv._ In an ideal manner; by means of ideals; mentally.
Idealogic_a._ Of or pertaining to an idealogue, or to idealization.
Idealogue_n._ One given to fanciful ideas or theories; a theorist; a spectator.
Ideat_n._ Alt. of Ideate
Ideate_n._ The actual existence supposed to correspond with an idea; the correlate in real existence to the idea as a thought or existence.
Ideate_v. t._ To form in idea; to fancy._ To apprehend in thought so as to fix and hold in the mind; to memorize.
Ideation_n._ The faculty or capacity of the mind for forming ideas; the exercise of this capacity; the act of the mind by which objects of sense are apprehended and retained as objects of thought.
Ideational_a._ Pertaining to, or characterized by, ideation.
Idem_pron. / adj._ The same; the same as above; -- often abbreviated id.
Identic_a._ Identical.
Identical_a._ The same; the selfsame; the very same; not different; as, the identical person or thing._ Uttering sameness or the same truth; expressing in the predicate what is given, or obviously implied, in the subject; tautological.
Identically_adv._ In an identical manner; with respect to identity.
Identicalness_n._ The quality or state of being identical; sameness.
Identifiable_a._ Capable of being identified.
Identification_n._ The act of identifying, or proving to be the same; also, the state of being identified.
Identified_imp. & p. p._ of Identify
Identifying_p. pr. & vb. n._ of Identify
Identify_v. t._ To make to be the same; to unite or combine in such a manner as to make one; to treat as being one or having the same purpose or effect; to consider as the same in any relation._ To establish the identity of; to prove to be the same with something described, claimed, or asserted; as, to identify stolen property.
Identify_v. i._ To become the same; to coalesce in interest, purpose, use, effect, etc.
Identism_n._ The doctrine taught by Schelling, that matter and mind, and subject and object, are identical in the Absolute; -- called also the system / doctrine of identity.
Identities_pl. _ of Identity
Identity_n._ The state or quality of being identical, or the same; sameness._ The condition of being the same with something described or asserted, or of possessing a character claimed; as, to establish the identity of stolen goods._ An identical equation.
Ideo-__ A combining form from the Gr. /, an idea.
Ideogenical_a._ Of or relating to ideology.
Ideogeny_n._ The science which treats of the origin of ideas.
Ideogram_n._ An original, pictorial element of writing; a kind of hieroglyph expressing no sound, but only an idea._ A symbol used for convenience, or for abbreviation; as, 1, 2, 3, +, -, /, $, /, etc._ A phonetic symbol; a letter.
Ideograph_n._ Same as Ideogram.
Ideographic_a._ Alt. of Ideographical
Ideographical_a._" Of or pertaining to an ideogram; representing ideas by symbols, independently of sounds; as, 9 represents not the word ""nine,"" but the idea of the number itself."
Ideographics_n._ The system of writing in ideographic characters; also, anything so written.
Ideography_n._ The representation of ideas independently of sounds, or in an ideographic manner, as sometimes is done in shorthand writing, etc.
Ideological_a._ Of or pertaining to ideology.
Ideologist_n._ One who treats of ideas; one who theorizes or idealizes; one versed in the science of ideas, or who advocates the doctrines of ideology.
Ideology_n._ The science of ideas._ A theory of the origin of ideas which derives them exclusively from sensation.
Ideo-motion_n._ An ideo-motor movement.
Ideo-motor_a._ Applied to those actions, or muscular movements, which are automatic expressions of dominant ideas, rather than the result of distinct volitional efforts, as the act of expressing the thoughts in speech, or in writing, while the mind is occupied in the composition of the sentence.
Ides_n. pl._ The fifteenth day of March, May, July, and October, and the thirteenth day of the other months.
Idio-__ A combining form from the Greek /, meaning private, personal, peculiar, distinct.
Idioblast_n._ An individual cell, differing greatly from its neighbours in regard to size, structure, or contents.
Idiocrasis_n._ Idiocracy.
Idiocrasies_pl. _ of Idiocracy
Idiocracy_n._ Peculiarity of constitution; that temperament, or state of constitution, which is peculiar to a person; idiosyncrasy.
Idiocratic_a._ Alt. of Idiocratical
Idiocratical_a._ Peculiar in constitution or temperament; idiosyncratic.
Idiocy_n._ The condition or quality of being an idiot; absence, or marked deficiency, of sense and intelligence.
Idiocyclophanous_a._ Same as Idiophanous.
Idioelectric_a._ Electric by virtue of its own peculiar properties; capable of becoming electrified by friction; -- opposed to anelectric.
Idioelectric_n._ An idioelectric substance.
Idiograph_n._ A mark or signature peculiar to an individual; a trade-mark.
Idiographic_a._ Alt. of Idiographical
Idiographical_a._ Of or pertaining to an idiograph.
Idiolatry_n._ Self-worship; excessive self-esteem.
Idiom_n._ The syntactical or structural form peculiar to any language; the genius or cast of a language._ An expression conforming or appropriate to the peculiar structural form of a language; in extend use, an expression sanctioned by usage, having a sense peculiar to itself and not agreeing with the logical sense of its structural form; also, the phrase forms peculiar to a particular author._ Dialect; a variant form of a language.
Idiomatic_a._ Alt. of Idiomatical
Idiomatical_a._ Of or pertaining to, or conforming to, the mode of expression peculiar to a language; as, an idiomatic meaning; an idiomatic phrase.
Idiomorphic_a._ Idiomorphous.
Idiomorphous_a._ Having a form of its own._ Apperaing in distinct crystals; -- said of the mineral constituents of a rock.
Idiomuscular_a._ Applied to a semipermanent contraction of a muscle, produced by a mechanical irritant.
Idiopathetic_a._ Idiopathic.
Idiopathic_a._ Alt. of Idiopathical
Idiopathical_a._ Pertaining to idiopathy; characterizing a disease arising primarily, and not in consequence of some other disease or injury; -- opposed to symptomatic, sympathetic, and traumatic.
Idiopathies_pl. _ of Idiopathy
Idiopathy_n._ A peculiar, or individual, characteristic or affection._ A morbid state or condition not preceded or occasioned by any other disease; a primary disease.
Idiophanous_a._ Exhibiting interference figures without the aid of a polariscope, as certain crystals.
Idioplasm_n._ Same as Idioplasma.
Idioplasma_n._ That portion of the cell protoplasm which is the seat of all active changes, and which carries on the function of hereditary transmission; -- distinguished from the other portion, which is termed nutritive plasma. See Hygroplasm.
Idiorepulsive_a._ Repulsive by itself; as, the idiorepulsive power of heat.
Idiosyncrasies_pl. _ of Idiosyncrasy
Idiosyncrasy_n._ A peculiarity of physical or mental constitution or temperament; a characteristic belonging to, and distinguishing, an individual; characteristic susceptibility; idiocrasy; eccentricity.
Idiosyncratic_a._ Alt. of Idiosyncratical
Idiosyncratical_a._ Of peculiar temper or disposition; belonging to one's peculiar and individual character.
Idiot_n._ A man in private station, as distinguished from one holding a public office._ An unlearned, ignorant, or simple person, as distinguished from the educated; an ignoramus._ A human being destitute of the ordinary intellectual powers, whether congenital, developmental, or accidental; commonly, a person without understanding from birth; a natural fool; a natural; an innocent._ A fool; a simpleton; -- a term of reproach.
Idiotcy_n._ Idiocy.
Idioted_a._ Rendered idiotic; befooled.
Idiothermic_a._ Self-heating; warmed, as the body of animal, by process going on within itself.
Idiotic_a._ Alt. of Idiotical
Idiotical_a._ Common; simple._ Pertaining to, or like, an idiot; characterized by idiocy; foolish; fatuous; as, an idiotic person, speech, laugh, or action.
Idiotically_adv._ In a idiotic manner.
Idioticon_n._ A dictionary of a peculiar dialect, or of the words and phrases peculiar to one part of a country; a glossary.
Idiotish_a._ Like an idiot; foolish.
Idiotism_n._ An idiom; a form, mode of expression, or signification, peculiar to a language._ Lack of knowledge or mental capacity; idiocy; foolishness.
Idiotize_v. i._ To become stupid.
Idiotry_n._ Idiocy.
Idle_superl._ Of no account; useless; vain; trifling; unprofitable; thoughtless; silly; barren._ Not called into active service; not turned to appropriate use; unemployed; as, idle hours._ Not employed; unoccupied with business; inactive; doing nothing; as, idle workmen._ Given rest and ease; averse to labor or employment; lazy; slothful; as, an idle fellow._ Light-headed; foolish.
Idled_imp. & p. p._ of Idle
Idling_p. pr. & vb. n._ of Idle
Idle_v. i._ To lose or spend time in inaction, or without being employed in business.
Idle_v. t._ To spend in idleness; to waste; to consume; -- often followed by away; as, to idle away an hour a day.
Idle-headed_a._ Foolish; stupid._ Delirious; infatuated.
Idleness_n._ The condition or quality of being idle (in the various senses of that word); uselessness; fruitlessness; triviality; inactivity; laziness.
Idle-pated_a._ Idle-headed; stupid.
Idler_n._ One who idles; one who spends his time in inaction; a lazy person; a sluggard._ One who has constant day duties on board ship, and keeps no regular watch._ An idle wheel or pulley. See under Idle.
Idless_n._ Alt. of Idlesse
Idlesse_n._ Idleness.
Idly_adv._ In a idle manner; ineffectually; vainly; lazily; carelessly; (Obs.) foolishly.
Idocrase_n._ Same as Vesuvianite.
Idol_n._ An image or representation of anything._ An image of a divinity; a representation or symbol of a deity or any other being or thing, made or used as an object of worship; a similitude of a false god._ That on which the affections are strongly (often excessively) set; an object of passionate devotion; a person or thing greatly loved or adored._ A false notion or conception; a fallacy.
Idolastre_n._ An idolater.
Idolater_n._ A worshiper of idols; one who pays divine honors to images, statues, or representations of anything made by hands; one who worships as a deity that which is not God; a pagan._ An adorer; a great admirer.
Idolatress_n._ A female worshiper of idols.
Idolatrical_a._ Idolatrous.
Idolatrized_imp. & p. p._ of Idolatrize
Idolatrizing_p. pr. & vb. n._ of Idolatrize
Idolatrize_v. i._ To worship idols; to pay idolatrous worship.
Idolatrize_v. t._ To make in idol of; to idolize.
Idolatrous_a._ Of or pertaining to idolatry; partaking of the nature of idolatry; given to idolatry or the worship of false gods; as, idolatrous sacrifices._ Consisting in, or partaking of, an excessive attachment or reverence; as, an idolatrous veneration for antiquity.
Idolatrously_adv._ In a idolatrous manner.
Idolatries_pl. _ of Idolatry
Idolatry_n._ The worship of idols, images, or anything which is not God; the worship of false gods._ Excessive attachment or veneration for anything; respect or love which borders on adoration.
Idolish_a._ Idolatrous.
Idolism_n._ The worship of idols.
Idolist_n._ A worshiper of idols.
Idolized_imp. & p. p._ of Idolize
Idolizing_p. pr. & vb. n._ of Idolize
Idolize_v. t._ To make an idol of; to pay idolatrous worship to; as, to idolize the sacred bull in Egypt._ To love to excess; to love or reverence to adoration; as, to idolize gold, children, a hero.
Idolize_v. i._ To practice idolatry.
Idolizer_n._ One who idolizes or loves to the point of reverence; an idolater.
Idoloclast_n._ A breaker of idols; an iconoclast.
Idolographical_a._ Descriptive of idols.
Idolous_a._ Idolatrous.
Idoneous_a._ Appropriate; suitable; proper; fit; adequate.
Idorgan_n._ A morphological unit, consisting of two or more plastids, which does not possess the positive character of the person or stock, in distinction from the physiological organ or biorgan. See Morphon.
Idrialine_n._ Alt. of Idrialite
Idrialite_n._ A bituminous substance obtained from the mercury mines of Idria, where it occurs mixed with cinnabar.
Idumean_a._ Of or pertaining to ancient Idumea, or Edom, in Western Asia.
Idumean_n._ An inhabitant of Idumea, an Edomite.
Idyl_n._ A short poem; properly, a short pastoral poem; as, the idyls of Theocritus; also, any poem, especially a narrative or descriptive poem, written in an eleveted and highly finished style; also, by extension, any artless and easily flowing description, either in poetry or prose, of simple, rustic life, of pastoral scenes, and the like.
Idyllic_a._ Of or belonging to idyls.
I. e.__ Abbreviation of Latin id est, that is.
If_conj._ In case that; granting, allowing, or supposing that; -- introducing a condition or supposition._ Whether; -- in dependent questions.
I' faith__ In faith; indeed; truly.
Ifere_a._ Together.
Igasuric_a._ Pertaining to, or obtained from, nux vomica or St. Ignatius's bean; as, igasuric acid.
Igasurine_n._ An alkaloid found in nux vomica, and extracted as a white crystalline substance.
Igloo_n._ An Eskimo snow house._ A cavity, or excavation, made in the snow by a seal, over its breathing hole in the ice.
Ignatius bean__ See Saint Ignatius's bean, under Saint.
Igneous_a._ Pertaining to, having the nature of, fire; containing fire; resembling fire; as, an igneous appearance._ Resulting from, or produced by, the action of fire; as, lavas and basalt are igneous rocks.
Ignescent_a._ Emitting sparks of fire when struck with steel; scintillating; as, ignescent stones.
Ignicolist_n._ A worshiper of fire.
Igniferous_a._ Producing fire.
Ignifluous_a._ Flowing with fire.
Ignified_imp. & p. p._ of Ignify
Ignifying_p. pr. & vb. n._ of Ignify
Ignify_v. t._ To form into fire.
Ignigenous_a._ Produced by the action of fire, as lava.
Ignipotence_n._ Power over fire.
Ignipotent_a._ Presiding over fire; also, fiery.
Ignes fatui_pl. _ of Ignis fatuus
Ignis fatuus__ A phosphorescent light that appears, in the night, over marshy ground, supposed to be occasioned by the decomposition of animal or vegetable substances, or by some inflammable gas; -- popularly called also Will-with-the-wisp, or Will-o'-the-wisp, and Jack-with-a-lantern, or Jack-o'-lantern._ Fig.: A misleading influence; a decoy.
Ignited_imp. & p. p._ of Ignite
Igniting_p. pr. & vb. n._ of Ignite
Ignite_v. t._ To kindle or set on fire; as, to ignite paper or wood._ To subject to the action of intense heat; to heat strongly; -- often said of incombustible or infusible substances; as, to ignite iron or platinum.
Ignite_v. i._ To take fire; to begin to burn.
Ignitible_a._ Capable of being ignited.
Ignition_n._ The act of igniting, kindling, or setting on fire._ The state of being ignited or kindled.
Ignitor_n._ One who, or that which, produces ignition; especially, a contrivance for igniting the powder in a torpedo or the like.
Ignivomous_a._ Vomiting fire.
Ignobility_n._ Ignobleness.
Ignoble_a._ Of low birth or family; not noble; not illustrious; plebeian; common; humble._ Not honorable, elevated, or generous; base._ Not a true or noble falcon; -- said of certain hawks, as the goshawk.
Ignoble_v. t._ To make ignoble.
Ignobleness_n._ State or quality of being ignoble.
Ignobly_adv._ In an ignoble manner; basely.
Ignominious_a._ Marked with ignominy; in curring public disgrace; dishonorable; shameful._ Deserving ignominy; despicable._ Humiliating; degrading; as, an ignominious judgment or sentence.
Ignominiously_adv._ In an ignominious manner; disgracefully; shamefully; ingloriously.
Ignominies_pl. _ of Ignominy
Ignominy_n._ Public disgrace or dishonor; reproach; infamy._ An act deserving disgrace; an infamous act.
Ignomy_n._ Ignominy.
Ignoramus_n._" We are ignorant; we ignore; -- being the word formerly written on a bill of indictment by a grand jury when there was not sufficient evidence to warrant them in finding it a true bill. The phrase now used is, ""No bill,"" ""No true bill,"" or ""Not found,"" though in some jurisdictions ""Ignored"" is still used."
Ignoramuses_pl. _ of Ignoramus
Ignoramus_n._ A stupid, ignorant person; a vain pretender to knowledge; a dunce.
